epoch,train_loss,val_loss,train_rmse,val_rmse,lr,train_rul_mse,train_spectral,train_multi_step
0,304.79819937313306,136.60984030365944,73.12136840820312,31.505149841308594,0.0003,610.248711978688,0.0,1.0941262806163115
1,265.5820662554573,123.82421028614044,70.34854125976562,29.497142791748047,0.00029995955039574393,537.2878974465763,0.0,1.048892848631915
2,231.33541309132295,123.1492651104927,68.09207916259766,28.97405433654785,0.0002998382241508446,472.62728388169234,0.0,0.9930913676233852
3,198.8591214348288,135.3423935174942,67.23573303222656,30.9915828704834,0.0002996360889563171,409.8680850758272,0.0,0.9349695724599502
4,160.66653038473692,153.47363543510437,69.18184661865234,33.69890213012695,0.0002993532575885561,333.4691911585191,0.0,0.8511326383141911
5,127.83509501288918,164.34748476743698,71.55044555664062,35.98310852050781,0.00029898988784641547,266.6081623750574,0.0,0.7958410680294037
6,96.92705210517434,168.9632294178009,76.36245727539062,36.60186004638672,0.00029854618246316785,202.6784340353573,0.0,0.7640196751145756
7,80.37929591010598,160.08223176002502,80.93946075439453,35.528472900390625,0.00029802238899339473,168.53242672190947,0.0,0.6908943109652576
8,81.74568086511948,157.28836363554,83.1231460571289,35.291358947753906,0.00029741879967486943,171.95739387063418,0.0,0.6405347007162431
9,68.89347188612994,166.1603348851204,83.68482971191406,38.30459213256836,0.00029673575126551004,145.20424831614775,0.0,0.5975470385130714
10,59.13058712903191,162.45730245113373,86.18545532226562,37.47087097167969,0.0002959736248554939,124.82968947466682,0.0,0.5866559603635002
11,59.317061704747815,170.57785907387733,86.52951049804688,41.669105529785156,0.00029513284565463717,125.58820129843319,1.2185345727790691e-05,0.5851849510389215
12,49.55828043993782,182.1034288406372,86.51793670654297,44.64796447753906,0.0002942138827551597,105.02246957666733,3.5653473856458845e-06,0.5883092284202576
13,43.233822766472315,181.83155173063278,88.13546752929688,48.1007080078125,0.0002932172488699665,91.8046428456026,0.0,0.5597765647313174
14,49.882319169885974,189.47399586439133,87.19151306152344,47.84624099731445,0.000292143500046592,106.39829680498909,3.622095749085642e-07,0.5497209999491187
15,46.388955396764416,204.58245837688446,88.54045104980469,56.00159454345703,0.00029099323535696685,99.21006045621984,0.0,0.5340900175711688
16,44.75922228308285,188.27707171440125,88.38461303710938,52.94004440307617,0.00028976709656318054,95.97560237435734,8.052818436155672e-06,0.5401451780515558
17,37.41185578177957,200.89360332489014,89.1757583618164,54.383243560791016,0.0002884657677594257,80.36720343197094,1.4192565595963328e-06,0.5206051214652903
18,38.95928590437945,187.6038944721222,89.16743469238281,46.560550689697266,0.0002870899749903248,84.02184368582333,0.0,0.4979628859197392
19,35.240748181062585,174.42940258979797,87.08464813232422,48.37209701538086,0.00028564048584585073,76.18795024647432,7.313676077307505e-07,0.4911513433736913
20,37.818029291489545,146.98694443702698,87.51663208007812,37.79730224609375,0.00028411810903306944,82.09170117097743,1.8568205855394673e-05,0.48947616272112904
21,39.48106546962963,141.69112491607666,86.71611022949219,35.265811920166016,0.00028252369392494086,86.06511396520278,0.0,0.4691070020198822
22,34.31076204075533,148.26660108566284,88.33147430419922,34.80547332763672,0.00028085813008643266,75.0166706758387,0.0,0.4564185002270867
23,28.07421013888191,160.4980085492134,88.68892669677734,42.88848114013672,0.0002791223467782085,61.49242950888241,0.0,0.4511822926647523
24,24.977266311645508,160.82127678394318,87.65412902832031,42.758811950683594,0.0002773173124381705,54.86762035594267,1.0940060390720335e-05,0.43805355622487907
25,27.20793970893411,188.67580938339233,89.01192474365234,53.76420593261719,0.0002754440341411423,60.02034854888916,2.6106694556748313e-06,0.4366377504432903
26,26.136450066285974,191.6793316602707,87.57081604003906,56.85837936401367,0.0002735035570369968,57.854789958280676,2.4179784447732253e-05,0.4278453045031604
27,28.68493597647723,201.0640368461609,87.98959350585938,54.53858184814453,0.00027149696376753987,63.75689663606531,7.122411256855297e-08,0.4211457669734955
28,22.30716067201951,149.3839466869831,89.17684936523438,39.5065803527832,0.00026942537386247706,49.69795350467457,0.0,0.40873169811332927
29,28.60841439752018,154.45183110237122,88.55370330810547,41.86631393432617,0.0002672899431147993,64.09913063049316,0.0,0.3956402873291689
30,23.93693414856406,136.80722397565842,87.8533706665039,33.22026824951172,0.00026509186293593637,53.73062173058005,5.684596701857124e-09,0.4023772039834191
31,24.057057857513428,150.6955623626709,88.66703033447266,36.43213653564453,0.000262832359691038,54.26581646414364,6.39176802466449e-08,0.3824545583304237
32,23.170572673573215,141.64619770646095,87.9184341430664,36.74085998535156,0.0002605126940147535,52.45140518861658,3.234796823514685e-06,0.37676623288322897
33,23.963381122140323,156.01543509960175,89.48360443115234,42.043460845947266,0.0002581341601078913,54.474820754107306,4.524538721658001e-06,0.3713002704522189
34,18.57156245848712,145.3427370786667,89.10347747802734,37.41242218017578,0.0002556980850153512,42.3249132492963,3.0187972677437107e-06,0.37437358410919414
35,20.921376017963183,164.0110228061676,87.1373519897461,45.65018081665039,0.00025320582788573246,47.864666770486274,3.7275341068428416e-06,0.37055841964833874
36,14.774845039143282,167.6226134300232,87.71014404296875,48.03675079345703,0.0002506587792130293,33.93747890696806,6.271800861454454e-06,0.35640664661631866
