Dataset,Run,RMSE,MAE,MonoViol,SlopeRMSE,Tier,Epochs
CMAPSS_FD001,0,16.318084716796875,11.821996688842773,1.4185950382047219,24.027117742760748,medium,174
CMAPSS_FD002,0,15.381149291992188,10.901228904724121,1.5817248902108294,22.650472657180977,large,99
CMAPSS_FD003,0,13.146358489990234,9.175215721130371,0.629403343074803,15.128817311193687,medium,112
CMAPSS_FD004,0,17.477951049804688,12.532344818115234,0.5995748987172055,24.015912999221044,large,96
