dataset,domain,run_id,RMSE,MAE,MonoViol,SlopeRMSE,Tier,Epochs,latent_dim,top_eig_mags
SPY_Stock,finance,0,28.903989791870117,19.389245986938477,1.2263598871685129,3.3654330066831672,medium,63,64,"[0.5323450565338135, 0.5323450565338135, 0.5115430951118469, 0.5115430951118469, 0.5018038749694824]"
