dataset,domain,run_id,RMSE,MAE,MonoViol,SlopeRMSE,Tier,Epochs,latent_dim,top_eig_mags,eig_recovery
Synthetic_ODE,synthetic_ode,0,45.34396743774414,34.922367095947266,2.3207703450482153,7.441668649676252,small,74,32,"[1.0016719102859497, 0.9963556528091431, 0.9963556528091431, 0.9892492294311523, 0.9892492294311523]","{'mean_mag_error': 0.0003490569039969856, 'max_mag_error': 0.0003490569039969856, 'mean_phase_error': 0.09215703210257048}"
