epoch,train_loss,val_loss,train_rmse,val_rmse,lr,train_rul_mse,train_spectral,train_multi_step
0,7.760013056352086,-0.10422345499197642,2.0881175994873047,0.25327742099761963,0.016,2.1120804499065424,0.00014768408651810245,0.35872575835041376
1,-1.0155395593332208,-1.556513826052348,0.060405123978853226,0.07157810032367706,0.01599094437676815,0.0014855501288801188,9.723347104169207e-06,0.033056657194443374
2,-2.5620877690937207,-3.3303454319636026,0.02458568476140499,0.04879553243517876,0.015963798020971812,0.0001435119306931839,1.665864233633902e-05,0.019129490763272926
3,-4.032271540683249,-4.714242458343506,0.01971137709915638,0.014510678127408028,0.015918622427838057,7.896645863935271e-05,1.042437506738458e-05,0.008152565351970818
4,-5.437935207201087,-6.1659049193064375,0.018856381997466087,0.016118241474032402,0.01585551993461534,8.415677755534568e-05,7.63741395509962e-06,0.005470478967965945
5,-6.809000409167746,-7.5091319878896075,0.01935572549700737,0.010662110522389412,0.015774633488746716,7.447892494383268e-05,9.67199006180161e-07,0.0028817736260269
6,-8.149998022162396,-8.842803478240967,0.019834134727716446,0.009905640967190266,0.01567614632404791,6.786350422771648e-05,8.367553907887618e-06,0.0023601101559546332
7,-9.47282077955163,-10.1316925684611,0.019711412489414215,0.013490515761077404,0.015560281545623774,6.71680101494649e-05,5.097368623737616e-06,0.0012145034903053033
8,-10.735077443330184,-11.361179192860922,0.024443933740258217,0.029164794832468033,0.015427301624463501,0.00018193603682448156,9.82982795991545e-07,0.0006747822107686459
9,-11.650551173997963,-12.102723916371664,0.032738033682107925,0.01527376752346754,0.015277507802859375,0.0004409545347342551,1.1479225085945282e-06,0.0008157957079516643
10,-12.587118480516517,-13.178305308024088,0.0196701530367136,0.029370734468102455,0.015111239411996113,0.00014693050964168557,3.275898140579468e-06,0.00037487593363039196
11,-13.805525904116424,-14.482656002044678,0.019039615988731384,0.017072895541787148,0.014928873103256588,0.00013040837834325984,2.3583840360801203e-07,7.71556377636127e-05
12,-15.067012662472932,-15.744157473246256,0.018289970234036446,0.016927486285567284,0.014730821994985294,0.00016008616101158702,4.642794588396641e-08,3.8093734237127535e-05
13,-16.30934313069219,-16.979182243347168,0.01789512299001217,0.016528842970728874,0.014517534736642435,0.00015941016128003272,6.600642892166157e-09,1.6852661800563194e-05
14,-17.514835938163426,-18.183029492696125,0.017838923260569572,0.01672806218266487,0.014289494492468587,0.00015919631012998846,2.0878173387627465e-06,4.210477171632785e-05
15,-18.69589498768682,-19.357356071472168,0.01782931387424469,0.016838211566209793,0.014047217846962296,0.00015934929947632,7.591875800480476e-08,4.238848354678181e-06
16,-19.796342766803242,-20.29297129313151,0.018164440989494324,0.01857483759522438,0.013791253634650035,0.00016662006458753476,1.4054812241573577e-08,9.581725017280562e-07
17,-20.444289580635402,-20.74042733510335,0.018053973093628883,0.01715424470603466,0.013522181696799486,0.00016347290163495293,3.6145550320947737e-09,4.5765426215854427e-07
18,-20.721088243567426,-20.869300206502277,0.018137631937861443,0.016087470576167107,0.013240611567892555,0.0001640816803758397,7.789747397848516e-10,1.625628664338246e-07
19,-20.751976759537406,-20.881150245666504,0.01788267493247986,0.016631105914711952,0.01294718109483374,0.0001595075857197947,2.2392362360481297e-10,8.793480500665519e-07
20,-20.753752418186355,-20.881311416625977,0.017887897789478302,0.016657624393701553,0.01264255499202173,0.0001598312589086835,2.506545502557322e-10,2.426640135596521e-07
21,-20.753119427224863,-20.880194028218586,0.017963407561182976,0.01633414998650551,0.012327423335557504,0.00016140287144757482,3.111301458015641e-10,2.0157921971244636e-07
22,-20.706080726955246,-20.868213017781574,0.017976589500904083,0.01685384288430214,0.0120025,0.0001622886016063959,8.121401225920668e-07,0.00011242100341459975
23,-20.74613612631093,-20.8763853708903,0.017894038930535316,0.017222879454493523,0.011668521041210647,0.00016044019961871368,5.823191932131028e-07,1.9722096379590095e-05
24,-20.752795260885488,-20.881147384643555,0.017897797748446465,0.01669810526072979,0.011326243028950083,0.00016015282143717226,6.683146189114035e-08,2.3367129603249612e-06
25,-20.753887757011082,-20.879990577697754,0.01788187399506569,0.017155248671770096,0.010976441333004319,0.00015988131433360925,8.084471835939875e-10,5.889162054635879e-07
26,-20.75236403423807,-20.87965138753255,0.017883529886603355,0.017327431589365005,0.010619908366722787,0.00015995528488217488,5.05844390529398e-10,6.718468971880414e-07
27,-20.751753599747367,-20.880537350972492,0.018006833270192146,0.01711432822048664,0.01025745179194723,0.0001623371474282897,1.0437535859763182e-10,3.132352110637642e-07
28,-20.7529471853505,-20.880207061767578,0.017939342185854912,0.016328079625964165,0.009889892689397871,0.0001607338427161069,6.428023331008974e-11,1.64532946880429e-07
29,-20.75438242373259,-20.881327946980793,0.017909668385982513,0.016755174845457077,0.00951806369866148,0.00015985777502899745,6.292869607047736e-12,8.749682284983266e-08
30,-20.754075008889902,-20.88130760192871,0.01788444072008133,0.016777189448475838,0.009142807131994916,0.00015968800352825582,9.762055897943394e-12,5.986321251266022e-08
31,-20.754060662311055,-20.880329449971516,0.017877142876386642,0.01718246378004551,0.00876497306621694,0.00015997829715437862,9.863858522244893e-12,3.9376598136720495e-08
32,-20.754236718882684,-20.881141026814777,0.01788240857422352,0.016892271116375923,0.008385417417010821,0.00015990678334871873,1.7388998453720493e-11,3.3735789582168683e-08
33,-20.755081176757812,-20.880643208821613,0.017883555963635445,0.01709083467721939,0.008005,0.0001597760109807891,1.7598193433899645e-12,4.038082247325786e-08
34,-20.75420968428902,-20.88123067220052,0.017886387184262276,0.01684652455151081,0.007624582582989181,0.0001597489412550045,1.518543744855774e-12,2.1672883931955766e-08
35,-20.753485223521356,-20.881313959757488,0.017887510359287262,0.016665631905198097,0.007245026933783061,0.00015989987941398084,5.227702328995846e-13,4.5881134640338765e-08
36,-20.754491888958476,-20.881316820780437,0.01788848452270031,0.016625089570879936,0.006867192868005086,0.00016019808422045216,1.8278808418561154e-12,7.034323214737548e-08
37,-20.752035638560418,-20.878472963968914,0.017887232825160027,0.017238156870007515,0.006491936301338521,0.00015983347839210182,3.4708554870778997e-11,4.199145895850373e-06
38,-20.751442370207414,-20.88060188293457,0.017905661836266518,0.016624953597784042,0.006120107310602131,0.00015992103853141484,6.839275669472786e-08,5.200450202565939e-06
39,-20.752796836521316,-20.88094679514567,0.01788588985800743,0.016929253935813904,0.005752548208052771,0.0001598432003368583,1.900457751555591e-08,1.573672045157329e-06
40,-20.753907328066617,-20.881301879882812,0.01787799969315529,0.016728710383176804,0.005390091633277214,0.00015984574186048755,3.2840360093158356e-09,5.659191342404127e-07
41,-20.75364071389903,-20.881089210510254,0.01789068803191185,0.0169143658131361,0.005033558666995682,0.00015956286528228742,7.425815324965064e-10,3.214077339733827e-07
42,-20.753405363663383,-20.881252924601238,0.017889944836497307,0.016770049929618835,0.0046837569710499165,0.00016022439977741274,1.5791382694228264e-10,3.759247642451753e-07
43,-20.754015383513078,-20.881319363911945,0.0178696159273386,0.01675514504313469,0.004341478958789354,0.00015930052904877812,7.81534450682201e-11,2.3323209103162537e-07
44,-20.753506536069125,-20.881154378255207,0.017885055392980576,0.016523683443665504,0.0040075000000000015,0.0001599583319266853,2.5792276527108303e-11,1.5247879542565226e-07
45,-20.753491608992867,-20.881264368693035,0.017906449735164642,0.016820883378386497,0.003682576664442497,0.00016059664029972222,2.3263420175730376e-12,1.2000628463906454e-07
46,-20.75426889502484,-20.88132445017497,0.017871296033263206,0.01663014106452465,0.003367445007978272,0.00015940717181049126,4.074856394338341e-12,1.0158440334328628e-07
47,-20.75439154583475,-20.88083775838216,0.017844976857304573,0.017026016488671303,0.003062818905166261,0.0001591342436807716,3.658648263576256e-12,8.416198165437179e-08
48,-20.754054940265156,-20.8812993367513,0.01790511980652809,0.016602303832769394,0.002769388432107447,0.00015990429244044682,1.3989389357072428e-12,6.984505464812252e-08
49,-20.7546910824983,-20.881319363911945,0.017867332324385643,0.01677044853568077,0.002487818303200516,0.00015959661939869756,1.961136567150907e-13,6.088883244946493e-08
50,-20.754620925239895,-20.881293614705402,0.017872057855129242,0.01679764874279499,0.002218746365349964,0.00015978681925765198,2.0171304240450452e-13,5.2832940032549625e-08
51,-20.75472184886103,-20.881301879882812,0.01788162812590599,0.01678970828652382,0.001962782153037706,0.00015939694877369735,6.140016031839997e-14,4.668906946083395e-08
52,-20.75471604388693,-20.881285031636555,0.017875120043754578,0.0168056208640337,0.001720505507531414,0.00015924623838382894,1.0347278589506459e-13,4.104811068827985e-08
53,-20.753750510837722,-20.881346384684246,0.017896262928843498,0.016664717346429825,0.001492465263357566,0.00016023701185907197,1.0721858183901729e-13,3.782133794555628e-08
54,-20.753019001172937,-20.881240526835125,0.017868725582957268,0.0168397706001997,0.0012791780050147071,0.0001600180289444878,4.979398536010116e-13,3.535974882943858e-08
55,-20.755246369735055,-20.881209055582683,0.017850907519459724,0.016860393807291985,0.0010811268967434126,0.0001593772404189424,6.279324886147309e-13,3.292092720169856e-08
56,-20.75469556062118,-20.8813378016154,0.017902683466672897,0.01671389304101467,0.0008987605880038877,0.0001598388537430488,9.824991062269754e-14,4.705758472744531e-08
57,-20.753773481949516,-20.88132381439209,0.01786486618220806,0.016764415428042412,0.0007324921971406269,0.0001598717505618444,1.055696592946175e-12,3.5997919003149116e-08
58,-20.75398942698603,-20.881314595540363,0.01787489466369152,0.016775989904999733,0.0005826983755364999,0.00015966252312469095,1.1226768307274736e-13,2.6933050495151056e-08
59,-20.755077859629754,-20.881276448567707,0.017871689051389694,0.01681305281817913,0.00044971845437622577,0.00015919197302655843,2.0032285009540868e-13,2.6107595158217246e-08
60,-20.754426043966543,-20.88133144378662,0.01788601279258728,0.01675383932888508,0.0003338536759520945,0.00015972643260560605,9.35000868999534e-14,2.485418070386419e-08
61,-20.753702578337297,-20.88130982716878,0.01786968484520912,0.016781477257609367,0.0002353665112532845,0.0001595291143293371,2.5539956623007404e-13,2.4202858924745076e-08
62,-20.754783132801887,-20.881325403849285,0.017873181030154228,0.016762319952249527,0.00015448006538466076,0.00015987386754916415,1.5794129289450054e-13,2.417896074662266e-08
63,-20.754427287889563,-20.881285349527996,0.017849396914243698,0.016805239021778107,9.13775721619432e-05,0.00015922422323416433,2.0022630896283258e-13,2.390028642628789e-08
64,-20.75391777702,-20.881298065185547,0.017885012552142143,0.016793817281723022,4.620197902818871e-05,0.000159806261881781,2.32104190939461e-13,2.3994378735111517e-08
65,-20.754966901696246,-20.881301561991375,0.017876867204904556,0.016790302470326424,1.905562323185134e-05,0.0001595026330070813,2.7002554781535328e-14,2.3764953830916213e-08
66,-19.590597069781758,462.8235778808594,0.02498790994286537,0.7926012277603149,0.016,0.0003147921638826475,1.104558950641408e-05,0.0019278426796772285
67,-18.534573140351668,-20.251366933186848,0.0283221323043108,0.017389535903930664,0.01599094437676815,0.0003961745140891846,0.0003281361443896458,0.0041663383118524825
68,-20.349917204483695,-20.72083791097005,0.019790828227996826,0.017419276759028435,0.015963798020971812,0.00019290183642980358,8.865354481673895e-06,0.0007926920364337528
69,-20.70190255538277,-20.849779446919758,0.018041037023067474,0.01944241300225258,0.015918622427838057,0.00016257156486339542,5.968201412110335e-06,0.00013355104973648534
70,-20.744017227836277,-20.873444239298504,0.018242154270410538,0.01807335764169693,0.01585551993461534,0.0001656699156307656,0.0,1.5245840477686928e-05
71,-20.748204687367316,-20.86848258972168,0.018312988802790642,0.016083020716905594,0.015774633488746716,0.00016631970989376146,6.784397970952103e-10,4.090948965787665e-06
72,-20.748689983202063,-20.875177065531414,0.018097179010510445,0.016419734805822372,0.01567614632404791,0.00016397253025586352,0.0,2.7734480924031546e-06
73,-20.74909550210704,-20.879375139872234,0.01822989620268345,0.016292907297611237,0.015560281545623774,0.0001658171145802202,0.0,5.04022693803563e-06
74,-20.75285803753397,-20.880750974019367,0.017925668507814407,0.017038896679878235,0.015427301624463501,0.00016078265806477842,0.0,5.225878687082038e-07
75,-20.753017923106317,-20.88111941019694,0.01788640394806862,0.016907818615436554,0.015277507802859375,0.00015989277491588956,0.0,4.690104293342509e-08
76,-20.75325625875722,-20.881139119466145,0.017886754125356674,0.016899827867746353,0.015111239411996113,0.0001603444923049487,0.0,4.238698278842364e-09
77,-20.75488803697669,-20.88121287027995,0.017881257459521294,0.01654816046357155,0.014928873103256588,0.00015959381340982637,0.0,5.038649274383737e-10
78,-20.753776384436566,-20.877902030944824,0.01792568527162075,0.016158783808350563,0.014730821994985294,0.0001605566813731971,0.0,1.3935638422209968e-10
79,-20.750557692154594,-20.876283009847004,0.01802096888422966,0.016107633709907532,0.014517534736642435,0.00016225644377181712,0.0,8.923768457272506e-11
80,-20.752347697382387,-20.881064732869465,0.01793813519179821,0.01693609543144703,0.014289494492468587,0.00016064711013788602,0.0,7.275295885057825e-11
81,-20.754330676534902,-20.881343205769856,0.017907235771417618,0.016731975600123405,0.014047217846962296,0.00016008019282826749,0.0,6.092417693525715e-11
82,-20.753199701723844,-20.87623945871989,0.017949020490050316,0.017966367304325104,0.013791253634650035,0.00016191926893636423,0.0,5.139004001931052e-11
83,-20.75386213219684,-20.88046995798747,0.01796707883477211,0.016363266855478287,0.013522181696799486,0.00016094393061433473,0.0,4.418053890726417e-11
84,-20.753126061480977,-20.880868593851726,0.017899801954627037,0.016437409445643425,0.013240611567892555,0.0001601836506186215,0.0,3.862919781754995e-11
85,-20.752664400183637,-20.88008689880371,0.0179001335054636,0.01724577136337757,0.01294718109483374,0.00016000930602034634,0.0,3.4046503237456676e-11
86,-20.75316346209982,-20.880258242289226,0.01791349984705448,0.017201820388436317,0.01264255499202173,0.00016113368189468494,0.0,2.993828154889519e-11
87,-20.753186433211617,-20.881349563598633,0.017891008406877518,0.01667458936572075,0.012327423335557504,0.00015959645426609433,0.0,2.6426926996363413e-11
88,-20.753262063731317,-20.87984784444173,0.017939720302820206,0.01730382815003395,0.0120025,0.00016099086813324982,0.0,2.3824172254559233e-11
89,-20.752938726673957,-20.88058884938558,0.01790737546980381,0.017108166590332985,0.011668521041210647,0.00016106079008592212,0.0,2.167848162455507e-11
90,-20.75323718527089,-20.879452069600422,0.017916332930326462,0.017392873764038086,0.011326243028950083,0.0001605645792670143,0.0,1.978469614889552e-11
91,-20.754066384356953,-20.881348609924316,0.017939813435077667,0.01671633869409561,0.010976441333004319,0.000160609129006448,0.0,1.8221512463141394e-11
92,-20.75288615019425,-20.881327629089355,0.017879385501146317,0.016760019585490227,0.010619908366722787,0.00015982397725684163,0.0,1.6661214376755417e-11
93,-20.753703573475715,-20.87873649597168,0.017919190227985382,0.0175387654453516,0.01025745179194723,0.000160616351817937,0.0,1.5421821126889675e-11
94,-20.753889249718707,-20.88124656677246,0.017963089048862457,0.016565915197134018,0.009889892689397871,0.00016103654343169183,0.0,1.4338340938772596e-11
95,-20.7537669306216,-20.881149927775066,0.01785944029688835,0.016894042491912842,0.00951806369866148,0.0001597621746401748,0.0,1.3385903345908762e-11
96,-20.75476522031038,-20.88072141011556,0.017897378653287888,0.017066331580281258,0.009142807131994916,0.0001597433533195568,0.0,1.257311087972692e-11
97,-20.752866164497707,-20.88089879353841,0.01792002096772194,0.017004279419779778,0.00876497306621694,0.00016068130397521284,0.0,1.1864296418796831e-11
98,-20.752006945402727,-20.881347974141438,0.01795884594321251,0.01671917736530304,0.008385417417010821,0.0001609910775542907,0.0,1.1157280413574773e-11
99,-20.754336564437203,-20.881019910176594,0.017878882586956024,0.016476811841130257,0.008005,0.00015986422279282758,0.0,1.0567495361558509e-11
100,-20.753794877425484,-20.88092041015625,0.017885636538267136,0.016996009275317192,0.007624582582989181,0.00015954532010136577,0.0,1.0025870192930254e-11
101,-20.754026330035664,-20.881202697753906,0.017911924049258232,0.016543114557862282,0.007245026933783061,0.00016011208113606858,0.0,9.5600796301071e-12
102,-20.75484159718389,-20.881349245707195,0.017872905358672142,0.016713881865143776,0.006867192868005086,0.00015948143466274539,0.0,9.152363008471303e-12
103,-20.754742249198582,-20.881341616312664,0.017873462289571762,0.01673627831041813,0.006491936301338521,0.00015944851000550324,0.0,8.726612616404429e-12
104,-20.75537399623705,-20.88116455078125,0.017881318926811218,0.01688629761338234,0.006120107310602131,0.00015946619121519768,0.0,8.358617655210168e-12
