dataset,domain,run_id,RMSE,MAE,MonoViol,SlopeRMSE,Tier,Epochs,latent_dim,top_eig_mags
Jena_Climate,weather,0,6.185092926025391,4.986612796783447,0.4201175047811812,1.9931977493639508,medium,77,128,"[1.031478762626648, 0.9958771467208862, 0.9958771467208862, 0.975883424282074, 0.975883424282074]"
