Dataset,Run,RMSE,MAE,MonoViol,SlopeRMSE,Tier,Epochs
CMAPSS_FD001,0,19.31903076171875,14.82335090637207,1.7715355763207352,21.649289904476507,medium,200
CMAPSS_FD002,0,32.14313888549805,26.343915939331055,1.3287785415816449,29.828943825672148,large,94
CMAPSS_FD003,0,22.44537353515625,18.66968536376953,1.1021065519036022,17.939041199417215,medium,194
CMAPSS_FD004,0,32.93354415893555,26.976552963256836,1.0777312111522008,29.54901124042677,large,108
