ablation,ablation_tag,dataset,run_id,RMSE,MAE,R2,MonoViol,SlopeRMSE,NASAScore,epochs_trained,best_val_loss,top_eig_mags,eig_recovery,description
A: Baseline FCN,A_baseline_fcn,CMAPSS_FD004,0,17.679279327392578,12.9097318649292,0.8289775890316238,0.9834027559324325,24.69841829142328,1978.2527943203195,143,131.380126953125,"[0.0, 0.0, 0.0, 0.0, 0.0]",,"Vanilla Conv1D + SE + dual pooling, MSE loss only"
B: w/o Spectral,B_no_spectral,CMAPSS_FD004,0,16.8475341796875,12.051106452941895,0.8446909841276804,0.7465708749894524,24.536367915277616,1323.9807207573192,165,1.5438610315322876,"[1.0003139972686768, 1.0003139972686768, 0.7580660581588745, 0.3425312042236328, 0.3425312042236328]",,KePIN with spectral stability loss disabled
C: w/o Multi-step,C_no_multistep,CMAPSS_FD004,0,17.136878967285156,12.767280578613281,0.8393105306963256,0.9616427150754789,24.503103593901173,1300.3282462988384,165,1.7156689167022705,"[0.9990763664245605, 0.5317414402961731, 0.5317414402961731, 0.4514452815055847, 0.3684423863887787]",,KePIN without multi-step rollout loss
D: w/o Auto-Wt,D_no_autoweight,CMAPSS_FD004,0,19.54157829284668,14.708487510681152,0.7910495949743283,2.1149843321910247,28.921675192001835,2804.412752271849,98,190.6179962158203,"[2.0251882076263428, 1.0890990495681763, 1.0890990495681763, 0.9870832562446594, 0.8982402086257935]",,KePIN with fixed weights (no Kendall uncertainty)
E: KePIN Full,E_kepin_full,CMAPSS_FD004,0,16.557693481445312,11.776603698730469,0.8499888368668165,1.1638190070439869,24.833167541461435,1322.8713786914343,200,1.7399353981018066,"[0.999705970287323, 0.9830772876739502, 0.5148479342460632, 0.306813508272171, 0.2202252745628357]",,Full KePIN with all components (proposed method)
